link,Número do processo,Turma,Seção,Data da sessão,Data da publicação,Ementa,Número da decisão,Decisão,Nome do relator
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10950902990200983_5960999.pdf,10950.902990/2009-83,Segunda Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Fri Jan 18 00:00:00 UTC 2019,Fri Feb 08 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Exercício: 2006 PEDIDO ELETRÔNICO DE RESTITUIÇÃO E DECLARAÇÃO DE COMPENSAÇÃO. PER/DCOMP. CRÉDITO INFORMADO DECORRENTE DE PAGAMENTO INDEVIDO OU A MAIOR A TÍTULO DE ESTIMATIVA MENSAL. POSSIBILIDADE. SÚMULA N.º 84 DO CARF. NULIDADE DO ACÓRDÃO. O crédito informado no PER/DCOMP, por tratar-se de pagamento a título de estimativa mensal de pessoa jurídica tributada pelo lucro real, pode ser objeto de compensação, não sendo apenas utilizado na dedução do Imposto de Renda da Pessoa Jurídica (IRPJ) ou da Contribuição Social sobre o Lucro Liquido (CSLL) devida ao final do período de apuração ou para compor o saldo negativo de IRPJ ou CSLL do período. Nos termos da Súmula CARF n.º 84, é possível a caracterização de indébito, para fins de restituição ou compensação, na data do recolhimento de estimativa. Não sendo analisado a contento o direito creditório do contribuinte, especialmente por ter se firmado posição precedente baseada em argumento superado pelo Conselho Administrativo de Recursos Fiscais, já constante de verbete sumular, é nulo o acórdão da Delegacia da Receita Federal do Brasil de Julgamento. Recurso Voluntário Provido Parcialmente Aguardando Nova Decisão",1002-000.596,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao Recurso Voluntário, e declarar a nulidade da decisão de primeiro grau do contencioso administrativo fiscal, determinando o retorno dos autos à DRJ para que se profira nova decisão. (assinado digitalmente) Ailton Neves da Silva - Presidente. (assinado digitalmente) Leonam Rocha de Medeiros - Relator. Participaram da sessão de julgamento os conselheiros: Ailton Neves da Silva (Presidente), Ângelo Abrantes Nunes, Breno do Carmo Moreira Vieira e Leonam Rocha de Medeiros.",LEONAM ROCHA DE MEDEIROS
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/13629900737201311_6020600.pdf,13629.900737/2013-11,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu May 16 00:00:00 UTC 2019,Thu Jun 13 00:00:00 UTC 2019,"Assunto: Normas Gerais de Direito Tributário Ano-calendário: 2011 PER/DCOMP. ERRO NO PREENCHIMENTO. RETIFICAÇÃO APÓS PROLAÇÃO DO DESPACHO DECISÓRIO. PRINCÍPIOS DA VERDADE MATERIAL E DA INFORMALIDADE. POSSIBILIDADE. Constatando-se dos documentos acostados ao processo que o contribuinte apresentou equivocadamente PER/DCOMP relativo a pagamento a maior ou indevido quando seu crédito deveria ser manejado como saldo negativo de IRPJ e/ou CSLL, refaz-se a análise do crédito sob a forma de Saldo Negativo, e, apurando-se crédito disponível, aplica-se ao mesmo a sistemática de atualização aplicável aos saldos negativos para fins de compensação com os débitos declarados nos PER/DCOMP.",1401-003.458,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, dar provimento ao recurso voluntário para reconhecer o direito creditório relativo a saldo negativo de IRPJ e CSLL do exercício 2012, ano-calendário 2011, nos valores originais de R$ 256.463,51 e R$ 160.625,72, respectivamente, homologando as compensações declaradas neste processo até o limite dos valores reconhecidos. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 13629.900731/2013-44, paradigma ao qual o presente processo foi vinculado. Luiz Augusto de Souza Gonçalves - Presidente e Relator (assinado digitalmente) Participaram da sessão de julgamento os conselheiros: Luiz Augusto de Souza Gonçalves, Carlos André Soares Nogueira, Abel Nunes de Oliveira Neto, Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Daniel Ribeiro Silva, Letícia Domingues Costa Braga e Eduardo Morgado Rodrigues.",LUIZ AUGUSTO DE SOUZA GONCALVES
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10930901639200822_6010456.pdf,10930.901639/2008-22,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Tue May 07 00:00:00 UTC 2019,Thu May 23 00:00:00 UTC 2019,"Assunto: Normas Gerais de Direito Tributário Ano-calendário: 2003 PRECLUSÃO ARGUMENTATIVA. MATÉRIA APRESENTADA EM SEDE DE RECURSO VOLUNTÁRIO NÃO PRESENTE NA IMPUGNAÇÃO. A Recorrente apresenta novos argumentos em seu Recurso, não apresentada na manifestação de inconformidade, de modo que ocorreu a preclusão argumentativa COMPENSAÇÂO. SALDO NEGATIVO. POSSIBILIDADE ATÉ O LIMITE DO CRÉDITO. Tendo tomado ciência do valor de saldo negativo apurado em diligência pela DRF de origem, entende-se que a Recorrente concordou com o resultado.",1003-000.662,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso, para reconhecer como crédito de saldo negativo de IRPJ do exercício 2004 o valor de R$ 4.821,38, com o retorno dos autos à unidade de origem para compensação do débito informado na PER/DCOMP até o limite do crédito aqui reconhecido. (assinado digitalmente) Carmen Ferreira Saraiva - Presidente. (assinado digitalmente) Wilson Kazumi Nakayama - Relator. Participaram da sessão de julgamento os conselheiros: Barbara Santos Guedes, Mauritânia Elvira de Sousa Mendonça, Wilson Kazumi Nakayama e Carmen Ferreira Saraiva( (Presidente)",WILSON KAZUMI NAKAYAMA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/15374964105200964_6038986.pdf,15374.964105/2009-64,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Jun 13 00:00:00 UTC 2019,Mon Jul 29 00:00:00 UTC 2019,"Assunto: Normas de Administração Tributária Ano-calendário: 2007 DECLARAÇÃO DE COMPENSAÇÃO. NATUREZA DO CRÉDITO. ERRO NO PREENCHIMENTO. RETIFICAÇÃO APÓS DECISÃO. POSSIBILIDADE. Quando verificado nos autos que houve erro na indicação da natureza do crédito, o processo deverá retornar a unidade de jurisdição para proceda nova análise",1302-003.701,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso voluntário, nos termos do relatório e voto do relator. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 15374.964111/2009-11, paradigma ao qual o presente processo foi vinculado. (assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente e Relator. Participaram da sessão de julgamento os conselheiros: Luiz Tadeu Matosinho Machado, Ricardo Marozzi Gregorio, Paulo Henrique Silva Figueiredo, Rogério Aparecido Gil, Maria Lúcia Miceli, Flávio Machado Vilhena Dias, Marcelo José Luz de Macedo (Suplente convocado) e Gustavo Guimarães da Fonseca.",LUIZ TADEU MATOSINHO MACHADO
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10880914451200615_6031567.pdf,10880.914451/2006-15,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Wed Jun 12 00:00:00 UTC 2019,Thu Jul 11 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2001 DIREITO CREDITÓRIO. SALDO NEGATIVO DO IMPOSTO. FALTA DE COMPROVAÇÃO DA LIQUIDEZ E CERTEZA. O ônus probatório do fato constitutivo do direito creditório alegado é do autor do pedido de repetição do indébito. APURAÇÃO DE SALDOS NEGATIVOS DO IMPOSTO. FATOS PASSADOS COM REPERCUSSÃO FUTURA. APRECIAÇÃO DA LIQUIDEZ E CERTEZA. DECADÊNCIA. INAPLICABILIDADE. Quando o crédito utilizado na compensação tributária tem origem em saldos negativos de anos anteriores, há que se proceder análise da apuração de cada um dos anos-calendário pretéritos que serviram para a composição, formação do saldo negativo utilizado como direito creditório. Trata-se de aferição à qual não se aplica contagem de prazo de decadência, uma vez que se restringe à mera verificação da liquidez e certeza do direito creditório (crédito). A redução do saldo negativo do imposto ou contribuição somente representa revisão do lançamento, submetida ao limite temporal decadencial, se decorrer de alteração da matéria tributável (base de cálculo após a compensação de prejuízos de períodos anteriores) e da apuração do imposto devido (resultante da aplicação da alíquota sobre a base de cálculo apurada). PEDIDO DE DILIGÊNCIA. PERÍCIA TÉCNICO-CONTÁBIL. DESNECESSIDADE PARA RESOLUÇÃO DA LIDE. PEDIDO REJEI-TADO. A perícia técnico-contábil não é meio de prova para comprovação de fato que possa ser feito mediante a mera apresentação ou juntada de documentos cuja guarda e conservação compete à contribuinte, mas sim para esclarecimento de pontos duvidosos que exijam conhecimentos especializados. Por se tratar de prova especial, subordinada os requisitos específicos, a perícia só pode ser admitida, pelo Julgador, quando a apuração do fato liti-gioso não se puder fazer pelos meios ordinários de convencimento. Indefere-se o pedido de diligência ou perícia, cujo objetivo é instruir o pro-cesso com as provas documentais da escrituração contábil que o recorrente deveria produzir em sua defesa, simplesmente acostar aos autos,juntamente com a peça impugnatória ou recursal. A diligência fiscal não se presta a substituir a parte na produção de prova, pois é ônus probatório do autor provar o fato constitutivo do direito creditório alegado contra a Fazenda Nacional.",1301-003.963,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do Colegiado, por unanimidade de votos, em rejeitar o pedido de realização de perícia, e, no mérito, em negar provimento ao recurso voluntário. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente. (assinado digitalmente) Nelso Kichel- Relator. Participaram da sessão de julgamento os Conselheiros: Roberto Silva Júnior, José Eduardo Dornelas Souza, Nelso Kichel, Carlos Augusto Daniel Neto, Giovana Pereira de Paiva Leite, Amélia Wakako Morishita Yamamoto, Bianca Felícia Rothschild e Fernando Brasil de Oliveira Pinto (Presidente).",NELSO KICHEL
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/11080720605200850_5966825.pdf,11080.720605/2008-50,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,Fri Jan 18 00:00:00 UTC 2019,Wed Feb 27 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2003 COMPENSAÇÃO. INDÉBITOS A TÍTULO DE RETENÇÕES NA FONTE. IMPOSSIBILIDADE. A legislação não autoriza que as retenções na fonte sejam utilizadas diretamente para a compensação de outros tributos, e nem para a compensação do mesmo imposto referente a outros períodos (Lei 9.430/1996, art. 2º, § 4º, III, c/c art. 6º, § 1º, II). O que se restitui ou compensa é sempre o saldo negativo de IRPJ, e não retenções de IR-fonte ocorridas ao longo de um determinado ano. FORMAÇÃO DO ALEGADO INDÉBITO POR COMPENSAÇÃO ANTERIOR. APRESENTAÇÃO DE PER/DCOMP. EXIGÊNCIA LEGAL. A partir de 1º de outubro de 2002, em razão das modificações introduzidas pela Lei 10.637/2002 no art. 74 da Lei 9.430/1996, não há que se falar em realização de compensação se não for apresentada a correspondente declaração prevista no § 1º do art. 74 da Lei 9.430/1996 (PER/DCOMP). Além de não haver previsão legal para a compensação direta com retenções de outro período, a contribuinte também não apresentou PER/DCOMP para deslocar esses alegados indébitos no tempo.",9101-003.992,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em conhecer do Recurso Especial e, no mérito, em negar-lhe provimento. Votou pelas conclusões o conselheiro Demetrius Nichele Macei. (assinado digitalmente) Adriana Gomes Rêgo - Presidente (assinado digitalmente) Rafael Vidal de Araujo - Relator Participaram da sessão de julgamento os conselheiros: André Mendes de Moura, Cristiane Silva Costa, Rafael Vidal de Araújo, Demetrius Nichele Macei, Viviane Vidal Wagner, Luis Fabiano Alves Penteado, Lívia De Carli Germano, Adriana Gomes Rêgo (Presidente).",RAFAEL VIDAL DE ARAUJO
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10880904525200958_5946083.pdf,10880.904525/2009-58,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Nov 22 00:00:00 UTC 2018,Wed Jan 09 00:00:00 UTC 2019,,1401-000.609,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por maioria de votos, converter o julgamento do recurso em diligência à Unidade de Origem, nos termos do voto do Relator, vencido o Conselheiro Lizandro Rodrigues de Sousa, que lhe negou provimento. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10880.683947/2009-84, paradigma ao qual o presente processo foi vinculado. (assinado digitalmente). Luiz Augusto de Souza Gonçalves - Presidente e Relator Participaram da sessão de julgamento os Conselheiros: Abel Nunes de Oliveira Neto, Livia de Carli Germano, Claudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Daniel Ribeiro Silva, Leticia Domingues Costa Braga, Luiz Augusto de Souza Gonçalves (Presidente) e Lizandro Rodrigues de Sousa (suplente convocado).",LUIZ AUGUSTO DE SOUZA GONCALVES
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/15374964111200911_6024312.pdf,15374.964111/2009-11,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Jun 13 00:00:00 UTC 2019,Mon Jul 01 00:00:00 UTC 2019,"ASSUNTO: NORMAS DE ADMINISTRAÇÃO TRIBUTÁRIA Ano-calendário: 2007 DECLARAÇÃO DE COMPENSAÇÃO. NATUREZA DO CRÉDITO. ERRO NO PREENCHIMENTO. RETIFICAÇÃO APÓS DECISÃO. POSSIBILIDADE. Quando verificado nos autos que houve erro na indicação da natureza do crédito, o processo deverá retornar a unidade de jurisdição para proceda nova análise",1302-003.700,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso voluntário, nos termos do relatório e voto da relatora. (assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente. (assinado digitalmente) Maria Lúcia Miceli - Relatora. Participaram da sessão de julgamento os conselheiros: Luiz Tadeu Matosinho Machado, Ricardo Marozzi Gregorio, Paulo Henrique Silva Figueiredo, Rogério Aparecido Gil, Maria Lúcia Miceli, Flávio Machado Vilhena Dias, Marcelo José Luz de Macedo (Suplente convocado) e Gustavo Guimarães da Fonseca.",MARIA LUCIA MICELI
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/13830900306201106_6016797.pdf,13830.900306/2011-06,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu May 16 00:00:00 UTC 2019,Mon Jun 03 00:00:00 UTC 2019,"Assunto: Normas de Administração Tributária Ano-calendário: 2006 ERRO DE FATO. DÉBITO DECLARADO EM DCTF. ÔNUS DO SUJEITO PASSIVO. Incumbe ao sujeito passivo o ônus de comprovar com a escrita comercial e fiscal que incorreu em erro de fato ao declarar o débito de CSLL na DCTF. Sem a comprovação de que o débito é inferior ao declarado originalmente, o crédito decorrente de pagamento a maior ou indevido carece de liquidez e certeza.",1401-003.482,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário. (assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente. (assinado digitalmente) Carlos André Soares Nogueira - Relator. Participaram da sessão de julgamento os conselheiros: Abel Nunes de Oliveira Neto, Daniel Ribeiro Silva, Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Carlos André Soares Nogueira (relator), Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues, Luiz Augusto de Souza Gonçalves (presidente).",CARLOS ANDRE SOARES NOGUEIRA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10380732877201231_5946043.pdf,10380.732877/2012-31,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,Tue Nov 06 00:00:00 UTC 2018,Wed Jan 09 00:00:00 UTC 2019,,9101-000.079,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por unanimidade de votos, converter o julgamento do recurso em diligência à Unidade de Origem, para que essa se manifeste sobre a questão relacionada à suspensão da imunidade tributária. (assinado digitalmente) Adriana Gomes Rêgo - Presidente. (assinado digitalmente) Rafael Vidal de Araujo - Relator. Participaram da sessão de julgamento os conselheiros: André Mendes de Moura, Cristiane Silva Costa, Flávio Franco Corrêa, Demetrius Nichele Macei, Rafael Vidal de Araújo, Luis Fabiano Alves Penteado, Viviane Vidal Wagner, Marcos Antônio Nepomuceno Feitosa (suplente convocado para substituir o conselheiro Luis Flávio Neto), Caio César Nader Quintella (suplente convocado), Adriana Gomes Rêgo (Presidente). Ausente o conselheiro Luis Flávio Neto.",RAFAEL VIDAL DE ARAUJO
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10880954218200837_6042454.pdf,10880.954218/2008-37,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Thu Jul 11 00:00:00 UTC 2019,Thu Aug 01 00:00:00 UTC 2019,"ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ) Exercício: 2003 DIPJ INFORMAÇÃO NECESSÁRIA; NÃO SUFICIENTE. RECONHECIMENTO DE DIREITO CREDITÓRIO. A informação prestada em DIPJ é condição necessária, mas não suficiente, para comprovar a existência de direito creditório decorrente de pagamento saldo negativo, pelo fato de ter apenas caráter informativo, e deve ser corroborado com outras provas, Exegese da Súmula CARF n.º 92. COMPENSAÇÃO TRIBUTARIA. Apenas os créditos líquidos e certos são passíveis de compensação tributária, conforme artigo 170 do Código Tributário Nacional.",1003-000.857,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso. (assinado digitalmente) Carmen Ferreira Saraiva - Presidente. (assinado digitalmente) Wilson Kazumi Nakayama - Relator. Participaram da sessão de julgamento os conselheiros: Barbara Santos Guedes, Mauritânia Elvira de Sousa Mendonça, Wilson Kazumi Nakayama e Carmen Ferreira Saraiva( (Presidente)",WILSON KAZUMI NAKAYAMA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/167070008010002_6059624.pdf,16707.000801/00-02,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,Tue Aug 06 00:00:00 UTC 2019,Mon Sep 09 00:00:00 UTC 2019,"ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL Ano-calendário: 1995 RECURSO ESPECIAL. CONHECIMENTO. FUNDAMENTO INATACADO. O fundamento inatacado, que é o suficiente para manutenção da decisão recorrida, impede o conhecimento do recurso especial, nos termos das Súmulas nº 126, do STJ e 283, do STF. Recurso especial admitido em parte. ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ) Ano-calendário: 1995, 1996 IRPJ E CSLL. BASE DE CÁLCULO. DEDUÇÃO DE PIS E DE COFINS. As despesas tributárias relativas aos débitos de PIS e COFINS com exigibilidade suspensa, nos termos do art. 151, III, do CTN (apresentação de recurso administrativo), somente podem ser deduzidas da base de cálculo do IRPJ e da CSLL pelo regime de caixa, ou seja, quando houver o pagamento desses débitos. ARTIGOS 43 E 44 DA LEI N° 8.541/1992. INAPLICABILIDADE DO PRINCÍPIO DA RETROATIVIDADE BENIGNA. Ao estabelecer, por meio dos art. 43 e 44 da Lei n° 8.541/92, a tributação em separado sobre a totalidade dos valores apurados a título de omissão de receita, tratou o legislador de definir quantitativamente a hipótese de incidência dos tributos. Não se tratando de cominação de penalidade, não há que se falar na aplicação do princípio da retroatividade benigna previsto no art. 106, inciso II, ""c"", do CTN ao caso.",9101-004.311,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em conhecer parcialmente do Recurso Especial, deixando de conhecer do recurso quanto à possibilidade de dedução (PIS, COFINS, juros e CSLL) quanto ao ano de 1995. No mérito, na parte conhecida, quanto à (i) base de cálculo do IRPJ e da CSLL, por maioria de votos, acordam em negar-lhe provimento, vencidas as conselheiras Lívia de Carli Germano e Amélia Wakako Morishita Yamamoto, que lhe deram provimento; (ii) quanto à revogação dos artigos 43 e 44, por unanimidade de votos, acordam em negar-lhe provimento. (documento assinado digitalmente) Adriana Gomes Rêgo- Presidente (documento assinado digitalmente) Cristiane Silva Costa - Relatora Participaram da sessão de julgamento os conselheiros: André Mendes de Moura, Cristiane Silva Costa, Edeli Pereira Bessa, Demetrius Nichele Macei, Viviane Vidal Wagner, Lívia de Carli Germano, Amélia Wakako Morishita Yamamoto e Adriana Gomes Rêgo (Presidente).",CRISTIANE SILVA COSTA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/16327000163201020_5985914.pdf,16327.000163/2010-20,Segunda Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Wed Feb 20 00:00:00 UTC 2019,Wed Apr 10 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2007 MULTA ISOLADA. FALTA OU INSUFICIÊNCIA DE RECOLHIMENTO DE ESTIMATIVAS MENSAIS. Acolhem-se os embargos de declaração para, sem efeitos infringentes, sanar as contradições apontadas no Acórdão nº 1402-002.954, devendo a ementa ser redigida na forma abaixo, consoante o decidido nestes Embargos. ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA IRPJ DESMUTUALIZAÇÃO DE BOLSAS DE VALORES. ASSOCIAÇÕES. PERMUTA. NÃO INCIDÊNCIA. IRPJ E CSLL DEVIDOS. Na operação de desmutualização em que ocorre a transformação de títulos patrimoniais em ações, há acréscimo patrimonial e não permuta, posto que é vedado pela legislação em vigência que associações pratiquem reestruturações societárias mediante fusão, cisão ou incorporação. MULTA ISOLADA. FALTA OU INSUFICIÊNCIA DE RECOLHIMENTO DE ESTIMATIVAS MENSAIS. O não recolhimento ou o recolhimento a menor de estimativas mensais sujeita a pessoa jurídica optante pela sistemática do lucro real anual à multa de ofício isolada estabelecida no artigo 44, inciso II, b, da Lei nº 9.430/1996, ainda que encerrado o ano-calendário. Comprovada mediante diligência fiscal a inclusão na base de cálculo das estimativas do mês de outubro/2007 das receitas apuradas, deve o lançamento de multa isolada deste período ser afastado, mantendo-se tão somente os pertinentes ao mês de agosto/2007. DILIGÊNCIA FISCAL. RECONHECIMENTO DE ERROS DA FISCALIZAÇÃO. BUSCA DA VERDADE MATERIAL. POSSIBILIDADE. Em atenção do Princípio da Busca da Verdade Material, constatado em diligência fiscal erros na autuação, em qualquer momento do processo o julgador pode reconhecer o erro e adequar o respectivo lançamento. AUTOS REFLEXOS: CSLL A decisão referente às infrações do IRPJ aplica-se aos demais tributos, no que couber.",1402-003.746,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, acolher os embargos sem efeitos infringentes para sanar a contradição apontada, nos termos do relatório e voto que passam a integrar o presente julgado. (assinado digitalmente) Edeli Pereira Bessa - Presidente (assinado digitalmente) Paulo Mateus Ciccone - Relator Participaram do presente julgamento os conselheiros: Marco Rogério Borges, Leonardo Luis Pagano Gonçalves, Paulo Mateus Ciccone, Lucas Bevilacqua Cabianca Vieira, Evandro Correa Dias, Junia Roberta Gouveia Sampaio, Eduardo Morgado Rodrigues (suplente convocado) e Edeli Pereira Bessa (Presidente). Ausente o Conselheiro Caio Cesar Nader Quintella, substituído pelo Conselheiro Eduardo Morgado Rodrigues.",PAULO MATEUS CICCONE
