Número do processo,Turma,Seção,Data da sessão,Data da publicação,Número da decisão,Decisão,Nome do relator,CNPJ,Razao Social,Nat. Jur.,Qual. Resp.,Capital,Porte,situação cadastral,data início atividade,cnae principal,bairro,cep,uf,municipio,CNAE fiscal - descricao,Classificação,nj_2,nj_3,qr_5,qr_10,qr_12,qr_13,qr_16,qr_17,qr_28,qr_49,qr_50,qr_64,qr_65,"cn_ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","cn_AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS",cn_ALIMENTAÇÃO,cn_ALOJAMENTO,cn_ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,cn_ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,"cn_ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS","cn_ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","cn_ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",cn_ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,cn_ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS,cn_ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO,cn_ATIVIDADES DE RÁDIO E DE TELEVISÃO,cn_ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,cn_ATIVIDADES DE SERVIÇOS FINANCEIROS,"cn_ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO",cn_ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,cn_ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER,cn_ATIVIDADES IMOBILIÁRIAS,"cn_ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",cn_ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL,"cn_CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA","cn_COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",cn_COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"cn_COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",cn_COMÉRCIO VAREJISTA,cn_CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,cn_CONSTRUÇÃO DE EDIFÍCIOS,cn_EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,cn_EDUCAÇÃO,"cn_ELETRICIDADE, GÁS E OUTRAS UTILIDADES",cn_ERRO,cn_ESGOTO E ATIVIDADES RELACIONADAS,cn_FABRICAÇÃO DE BEBIDAS,"cn_FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","cn_FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","cn_FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",cn_FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"cn_FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",cn_FABRICAÇÃO DE MÓVEIS,"cn_FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",cn_FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,cn_FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,cn_FABRICAÇÃO DE PRODUTOS DE MADEIRA,"cn_FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",cn_FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,cn_FABRICAÇÃO DE PRODUTOS DIVERSOS,cn_FABRICAÇÃO DE PRODUTOS DO FUMO,cn_FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,cn_FABRICAÇÃO DE PRODUTOS QUÍMICOS,cn_FABRICAÇÃO DE PRODUTOS TÊXTEIS,"cn_FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",cn_IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,"cn_MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",cn_METALURGIA,cn_OBRAS DE INFRA-ESTRUTURA,cn_ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,cn_OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS,"cn_OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",cn_PESQUISA E DESENVOLVIMENTO CIENTÍFICO,"cn_PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",cn_PUBLICIDADE E PESQUISA DE MERCADO,cn_REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS,"cn_SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","cn_SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA",cn_SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,cn_SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,"cn_SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS",cn_SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,cn_SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS,cn_TELECOMUNICAÇÕES,cn_TRANSPORTE AQUAVIÁRIO,cn_TRANSPORTE AÉREO,cn_TRANSPORTE TERRESTRE,cl_negado,cl_parcial,cl_provido,pt_1.0,pt_3.0,pt_5.0
10880.914451/2006-15,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,12/06/2019,11/07/2019,1301-003.963,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do Colegiado, por unanimidade de votos, em rejeitar o pedido de realização de perícia, e, no mérito, em negar provimento ao recurso voluntário. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente. (assinado digitalmente) Nelso Kichel- Relator. Participaram da sessão de julgamento os Conselheiros: Roberto Silva Júnior, José Eduardo Dornelas Souza, Nelso Kichel, Carlos Augusto Daniel Neto, Giovana Pereira de Paiva Leite, Amélia Wakako Morishita Yamamoto, Bianca Felícia Rothschild e Fernando Brasil de Oliveira Pinto (Presidente).",NELSO KICHEL,60.959.889/0001-60,TRANSULTRA - ARMAZENAMENTO E TRANSPORTE ESPECIALZADO LTDA,2062.0,5.0,"39900000,00",5.0,8.0,19660625.0,4930203.0,BELA VISTA,8210040.0,SP,7107.0,TRANSPORTE TERRESTRE,negado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
11080.720605/2008-50,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,18/01/2019,27/02/2019,9101-003.992,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em conhecer do Recurso Especial e, no mérito, em negar-lhe provimento. Votou pelas conclusões o conselheiro Demetrius Nichele Macei. (assinado digitalmente) Adriana Gomes Rêgo - Presidente (assinado digitalmente) Rafael Vidal de Araujo - Relator Participaram da sessão de julgamento os conselheiros: André Mendes de Moura, Cristiane Silva Costa, Rafael Vidal de Araújo, Demetrius Nichele Macei, Viviane Vidal Wagner, Luis Fabiano Alves Penteado, Lívia De Carli Germano, Adriana Gomes Rêgo (Presidente).",RAFAEL VIDAL DE ARAUJO,72.381.189/0001-10,DELL COMPUTADORES DO BRASIL LTDA,2062.0,5.0,"930607325,00",5.0,2.0,19930624.0,6209100.0,INDUSTRIAL,92990000.0,RS,8423.0,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,provido,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10880.904525/2009-58,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,22/11/2018,09/01/2019,1401-000.609,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por maioria de votos, converter o julgamento do recurso em diligência à Unidade de Origem, nos termos do voto do Relator, vencido o Conselheiro Lizandro Rodrigues de Sousa, que lhe negou provimento. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10880.683947/2009-84, paradigma ao qual o presente processo foi vinculado. (assinado digitalmente). Luiz Augusto de Souza Gonçalves - Presidente e Relator Participaram da sessão de julgamento os Conselheiros: Abel Nunes de Oliveira Neto, Livia de Carli Germano, Claudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Daniel Ribeiro Silva, Leticia Domingues Costa Braga, Luiz Augusto de Souza Gonçalves (Presidente) e Lizandro Rodrigues de Sousa (suplente convocado).",LUIZ AUGUSTO DE SOUZA GONCALVES,31.241.359/0001-84,AVAYA BRASIL LTDA,2062.0,5.0,"26650011,00",5.0,2.0,19870106.0,6209100.0,VILA GERTRUDES,4794000.0,SP,7107.0,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,provido,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15374.964111/2009-11,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,13/06/2019,01/07/2019,1302-003.700,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso voluntário, nos termos do relatório e voto da relatora. (assinado digitalmente) Luiz Tadeu Matosinho Machado - Presidente. (assinado digitalmente) Maria Lúcia Miceli - Relatora. Participaram da sessão de julgamento os conselheiros: Luiz Tadeu Matosinho Machado, Ricardo Marozzi Gregorio, Paulo Henrique Silva Figueiredo, Rogério Aparecido Gil, Maria Lúcia Miceli, Flávio Machado Vilhena Dias, Marcelo José Luz de Macedo (Suplente convocado) e Gustavo Guimarães da Fonseca.",MARIA LUCIA MICELI,01.855.536/0001-51,SYNAPSIS BRASIL S/A,2054.0,10.0,"24087326,89",5.0,8.0,19970507.0,6204000.0,CENTRO,61760000.0,CE,1247.0,ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,parcial,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13830.900306/2011-06,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,16/05/2019,03/06/2019,1401-003.482,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário. (assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente. (assinado digitalmente) Carlos André Soares Nogueira - Relator. Participaram da sessão de julgamento os conselheiros: Abel Nunes de Oliveira Neto, Daniel Ribeiro Silva, Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Carlos André Soares Nogueira (relator), Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues, Luiz Augusto de Souza Gonçalves (presidente).",CARLOS ANDRE SOARES NOGUEIRA,59.309.302/0001-99,INJEX INDUSTRIAS CIRURGICAS LTDA,2062.0,49.0,"133333,33",5.0,2.0,19880726.0,3250701.0,INDUSTRIAL,19908170.0,SP,6795.0,FABRICAÇÃO DE PRODUTOS DIVERSOS,negado,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10880.954218/2008-37,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,11/07/2019,01/08/2019,1003-000.857,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso. (assinado digitalmente) Carmen Ferreira Saraiva - Presidente. (assinado digitalmente) Wilson Kazumi Nakayama - Relator. Participaram da sessão de julgamento os conselheiros: Barbara Santos Guedes, Mauritânia Elvira de Sousa Mendonça, Wilson Kazumi Nakayama e Carmen Ferreira Saraiva( (Presidente)",WILSON KAZUMI NAKAYAMA,00.883.581/0001-57,VOLKSWAGEN COMERCIO E PARTICIPACOES LTDA,2062.0,49.0,"0,00",5.0,8.0,19951009.0,4511102.0,JABAQUARA,4344020.0,SP,7107.0,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,negado,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16707.000801/00-02,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,06/08/2019,09/09/2019,9101-004.311,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em conhecer parcialmente do Recurso Especial, deixando de conhecer do recurso quanto à possibilidade de dedução (PIS, COFINS, juros e CSLL) quanto ao ano de 1995. No mérito, na parte conhecida, quanto à (i) base de cálculo do IRPJ e da CSLL, por maioria de votos, acordam em negar-lhe provimento, vencidas as conselheiras Lívia de Carli Germano e Amélia Wakako Morishita Yamamoto, que lhe deram provimento; (ii) quanto à revogação dos artigos 43 e 44, por unanimidade de votos, acordam em negar-lhe provimento. (documento assinado digitalmente) Adriana Gomes Rêgo- Presidente (documento assinado digitalmente) Cristiane Silva Costa - Relatora Participaram da sessão de julgamento os conselheiros: André Mendes de Moura, Cristiane Silva Costa, Edeli Pereira Bessa, Demetrius Nichele Macei, Viviane Vidal Wagner, Lívia de Carli Germano, Amélia Wakako Morishita Yamamoto e Adriana Gomes Rêgo (Presidente).",CRISTIANE SILVA COSTA,12.644.977/0001-20,DESTAQUE PROPAGANDA E PROMOCOES LTDA,2062.0,49.0,"462500,00",5.0,2.0,19870702.0,9001999.0,TIROL,59022250.0,RN,1761.0,"ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS",parcial,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12571.000193/2008-79,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,13/02/2019,01/03/2019,9101-004.022,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em conhecer do Recurso Especial e, no mérito, por maioria de votos, em negar-lhe provimento, vencidos os conselheiros Cristiane Silva Costa e Luis Fabiano Alves Penteado, que lhe deram provimento. (assinado digitalmente) Adriana Gomes Rêgo - Presidente. (assinado digitalmente) Demetrius Nichele Macei - Relator. Participaram da sessão de julgamento os conselheiros: André Mendes de Moura, Cristiane Silva Costa, Rafael Vidal de Araújo, Demetrius Nichele Macei, Viviane Vidal Wagner, Luis Fabiano Alves Penteado, Lívia De Carli Germano e Adriana Gomes Rêgo (Presidente).",DEMETRIUS NICHELE MACEI,78.127.271/0001-08,MADEIREIRA RICKLI LTDA,2062.0,49.0,"0,00",3.0,2.0,19690526.0,1610203.0,CARAMBEI,84145000.0,PR,844.0,FABRICAÇÃO DE PRODUTOS DE MADEIRA,provido,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
13629.900744/2013-13,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,16/05/2019,13/06/2019,1401-003.465,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, dar provimento ao recurso voluntário para reconhecer o direito creditório relativo a saldo negativo de IRPJ e CSLL do exercício 2012, ano-calendário 2011, nos valores originais de R$ 256.463,51 e R$ 160.625,72, respectivamente, homologando as compensações declaradas neste processo até o limite dos valores reconhecidos. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 13629.900731/2013-44, paradigma ao qual o presente processo foi vinculado. Luiz Augusto de Souza Gonçalves - Presidente e Relator (assinado digitalmente) Participaram da sessão de julgamento os conselheiros: Luiz Augusto de Souza Gonçalves, Carlos André Soares Nogueira, Abel Nunes de Oliveira Neto, Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Daniel Ribeiro Silva, Letícia Domingues Costa Braga e Eduardo Morgado Rodrigues.",LUIZ AUGUSTO DE SOUZA GONCALVES,19.160.126/0001-51,FERMAG FERRITAS MAGNETICAS LTDA,2062.0,49.0,"1002168,00",5.0,2.0,19760412.0,2019399.0,PRAIA,35900271.0,MG,4633.0,FABRICAÇÃO DE PRODUTOS QUÍMICOS,provido,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10882.903740/2010-55,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,16/05/2019,12/06/2019,1301-003.929,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso voluntário. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10882.909307/2011-12, paradigma ao qual o presente processo foi vinculado. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente e Relator Participaram do presente julgamento os Conselheiros: Roberto Silva Júnior, José Eduardo Dornelas Souza, Nelso Kichel, Carlos Augusto Daniel Neto, Giovana Pereira de Paiva Leite, Amélia Wakako Morishita Yamamoto, José Roberto Adelino da Silva (suplente convocado) e Fernando Brasil de Oliveira Pinto (Presidente). Ausente a Conselheira Bianca Felícia Rothschild, substituída pelo Conselheiro José Roberto Adelino da Silva.",FERNANDO BRASIL DE OLIVEIRA PINTO,62.004.395/0001-58,RR DONNELLEY EDITORA E GRAFICA LTDA.,2062.0,64.0,"129633621,36",5.0,2.0,19680313.0,5821200.0,INDUSTRIAL ANHANGUERA,6276170.0,SP,6789.0,EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,negado,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10835.000972/2003-96,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,19/09/2019,08/10/2019,1401-003.801,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, conhecer parcialmente do recurso e, na parte em que conhecida, dar-lhe parcial provimento para reconhecer os créditos de R$ 107.554,31 e R$ 61.412,83, oriundos de saldos negativos de IRPJ dos anos-calendário 2000 e 2001 respectivamente, em valores originais, devendo as compensações serem homologadas até o limite do valor reconhecido. (documento assinado digitalmente) Abel Nunes de Oliveira Neto  Presidente em exercício (documento assinado digitalmente) Carlos André Soares Nogueira  Relator Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Carmen Ferreira Saraiva (suplente convocada), Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues, Abel Nunes de Oliveira Neto (Presidente em exercício). Ausente o conselheiro Luiz Augusto de Souza Gonçalves.",CARLOS ANDRE SOARES NOGUEIRA,55.330.229/0001-86,CAIADO PNEUS LTDA,2062.0,5.0,"25667622,00",5.0,2.0,19660818.0,4530705.0,VILA SAO JORGE,19013000.0,SP,6929.0,COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,parcial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10675.902356/2011-61,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,13/03/2019,04/04/2019,1003-000.536,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso, nos termos do relatório e votos que integram o presente julgado. (assinado digitalmente) Carmen Ferreira Saraiva  Presidente (assinado digitalmente) Mauritânia Elvira de Sousa Mendonça - Relatora. Participaram da sessão de julgamento os conselheiros: Carmen Ferreira Saraiva (Presidente), Bárbara Santos Guedes e Mauritânia Elvira de Sousa Mendonça. Ausente justificadamente o Conselheiro Wilson Kazumi Nakayama.",MAURITANIA ELVIRA DE SOUSA MENDONCA,02.502.447/0001-94,CRC - CONSTRUTORA RIBEIRO & CARVALHO LTDA,2062.0,49.0,"500000,00",3.0,2.0,19980504.0,7112000.0,CENTRO,38300066.0,MG,4683.0,SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,negado,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10920.909039/2012-16,Primeira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,11/07/2019,02/08/2019,1001-001.338,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento ao Recurso Voluntário. (documento assinado digitalmente) Sérgio Abelson - Presidente (documento assinado digitalmente) André Severo Chaves - Relator Participaram do presente julgamento os Conselheiros: Sérgio Abelson (Presidente), André Severo Chaves, Andréa Machado Millan e José Roberto Adelino da Silva.",ANDRE SEVERO CHAVES,00.252.713/0001-42,SUPERMERCADOS NOVA ESPERANCA LTDA,2062.0,49.0,"192093,00",5.0,2.0,19941020.0,4712100.0,PIRABEIRABA,89239100.0,SC,8179.0,COMÉRCIO VAREJISTA,provido,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10980.924270/2009-11,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,20/03/2019,06/05/2019,1401-003.268,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, dar provimento ao recurso para reconhecer o direito creditório do valor de R$ 102.252,91 e homologar a compensação efetuada no presente processo até o limite do crédito reconhecido. (assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente. (assinado digitalmente) Letícia Domingues Costa Braga - Relatora. Participaram da sessão de julgamento os conselheiros: Luiz Augusto de Souza Gonçalves (Presidente), Eduardo Morgado Rodrigues, Luciana Yoshihara Arcângelo Zanin, Daniel Ribeiro Silva, Abel Nunes de Oliveira Neto, Letícia Domingues Costa Braga, Cláudio de Andrade Camerano e Carlos André Soares Nogueira.",LETICIA DOMINGUES COSTA BRAGA,00.535.681/0001-92,COMPANHIA PARANAENSE DE GAS COMPAGAS,2038.0,10.0,"220965711,15",5.0,2.0,19950322.0,3520401.0,ALTO DA GLORIA,80030000.0,PR,7535.0,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES",provido,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
